T12,Intentional homicides and other crimes,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
776,Tonga,2012,"Percentage of male and female intentional homicide victims, Female",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
776,Tonga,2019,"Intentional homicide rates per 100,000",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
776,Tonga,2019,"Percentage of male and female intentional homicide victims, Male",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
776,Tonga,2019,"Percentage of male and female intentional homicide victims, Female",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
776,Tonga,2020,"Percentage of male and female intentional homicide victims, Male",3.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2005,"Intentional homicide rates per 100,000",28.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2005,"Percentage of male and female intentional homicide victims, Male",51.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2005,"Percentage of male and female intentional homicide victims, Female",5.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2005,"Assault rate per 100,000 population",58.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2005,"Kidnapping at the national level, rate per 100,000",4.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2005,"Theft at the national level, rate per 100,000 population",212.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2005,"Total Sexual Violence at the national level, rate per 100,000",58.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2010,"Intentional homicide rates per 100,000",33.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2010,"Percentage of male and female intentional homicide victims, Male",60.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2010,"Percentage of male and female intentional homicide victims, Female",7.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2010,"Assault rate per 100,000 population",43.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2010,"Kidnapping at the national level, rate per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2010,"Theft at the national level, rate per 100,000 population",307.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2010,"Total Sexual Violence at the national level, rate per 100,000",54.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2015,"Intentional homicide rates per 100,000",28.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2015,"Percentage of male and female intentional homicide victims, Male",54.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2015,"Percentage of male and female intentional homicide victims, Female",3.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2015,"Assault rate per 100,000 population",41.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2015,"Kidnapping at the national level, rate per 100,000",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2015,"Theft at the national level, rate per 100,000 population",136.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2015,"Total Sexual Violence at the national level, rate per 100,000",47.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2018,"Intentional homicide rates per 100,000",34.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2018,"Percentage of male and female intentional homicide victims, Male",63.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2018,"Percentage of male and female intentional homicide victims, Female",6.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2018,"Assault rate per 100,000 population",47.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2018,"Kidnapping at the national level, rate per 100,000",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2018,"Total Sexual Violence at the national level, rate per 100,000",52.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2020,"Intentional homicide rates per 100,000",26.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2020,"Percentage of male and female intentional homicide victims, Male",46.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2020,"Percentage of male and female intentional homicide victims, Female",7.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2020,"Total Sexual Violence at the national level, rate per 100,000",44.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
780,Trinidad and Tobago,2021,"Intentional homicide rates per 100,000",29.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
788,Tunisia,2005,"Intentional homicide rates per 100,000",2.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
788,Tunisia,2010,"Intentional homicide rates per 100,000",2.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
788,Tunisia,2012,"Intentional homicide rates per 100,000",3.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
788,Tunisia,2020,"Intentional homicide rates per 100,000",4.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
788,Tunisia,2020,"Percentage of male and female intentional homicide victims, Male",7.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
788,Tunisia,2020,"Percentage of male and female intentional homicide victims, Female",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
792,Türkiye,2005,"Intentional homicide rates per 100,000",4.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
792,Türkiye,2005,"Percentage of male and female intentional homicide victims, Male",7.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
792,Türkiye,2005,"Percentage of male and female intentional homicide victims, Female",1.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
792,Türkiye,2005,"Assault rate per 100,000 population",153.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
792,Türkiye,2005,"Kidnapping at the national level, rate per 100,000",12.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
792,Türkiye,2005,"Theft at the national level, rate per 100,000 population",152.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
792,Türkiye,2005,"Total Sexual Violence at the national level, rate per 100,000",4.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
792,Türkiye,2010,"Intentional homicide rates per 100,000",4.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
792,Türkiye,2010,"Percentage of male and female intentional homicide victims, Male",6.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
792,Türkiye,2010,"Percentage of male and female intentional homicide victims, Female",1.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
792,Türkiye,2010,"Assault rate per 100,000 population",301.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
792,Türkiye,2010,"Kidnapping at the national level, rate per 100,000",18.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
792,Türkiye,2010,"Theft at the national level, rate per 100,000 population",248.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
792,Türkiye,2010,"Total Sexual Violence at the national level, rate per 100,000",5.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
792,Türkiye,2014,"Assault rate per 100,000 population",101.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
792,Türkiye,2014,"Kidnapping at the national level, rate per 100,000",42.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
792,Türkiye,2014,"Theft at the national level, rate per 100,000 population",277.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
792,Türkiye,2014,"Total Sexual Violence at the national level, rate per 100,000",53.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
792,Türkiye,2015,"Intentional homicide rates per 100,000",2.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
792,Türkiye,2015,"Percentage of male and female intentional homicide victims, Male",4.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2023."
